tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
441604670788599808l,Opinião - Solidez faz 3 trocas e indica 8 ações para comprar em março: No lugar das ações da Brookfield (BISA3... http://t.co/slxWoggiOW,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
459665910274748416l,$VALE5 - Vale: Excelente notícia [Newsletter ADVFN] http://t.co/MtvZrUaNZW,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
467347479005245440l,Compra de CRUZ3 - 16/05/2014 http://t.co/XbBQHncT14,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
460708193400659968l,#PETR4 - diario e 15 min (mensagem: 954842)  http://t.co/4sLYEWqQuL,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441551076610027520l,"$PETR3 - Petrobras (petr) - Producao De 40 Mil Barris Por Dia Em Cascade &amp, Chinook http://t.co/pN8dvarHzp",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
458984919897604096l,"OI BR Pn (OIBR4), Gráfico Semanal. Ativo testando fundo de 2001. http://t.co/gm9HpwTnwA",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
449327281002270721l,$SBSP3 - SABESP anuncia pagamento de juros sobre capital próprio http://t.co/pxkdBw0jm0,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
445541968257765376l,"Notas gerais

A BROOKFIELD (BISA3) não conseguiu instalar a assembleia que definiria a saída da companhia da... http://t.co/P0Nc4AO2et",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
461220966992187394l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  LREN3 64,70  PETR3 16,21 PETR4 17,14 RADL3 19,08   VIVT4 46,75 WEGE3 26,92",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
444557059959570432l,Ativo c/ vol Financeiro Superior à sua MM21-16h: ALLL3 ALSC3 BBSE3 CPFE3 CRUZ3 CSNA3 DAYC4 DIRR3 ENBR3 EQTL3 FLRY3 GFSA3 IGTA3 IMAT LIGT3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443830052690882560l,"@DuctorMarcus 19,20 to saindo do DT comprado 3hs de trade no BBAS3, mas to segurando uma posição em swing.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
466308784236007424l,@brazilfinance As puts de Petr4 estão bem liquidas,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
447490511918469120l,"Gatilho position, semana que vem:   Ativo jbss3 - Venda  - Validade 28/mar - Start 7,12 - Stop 8,06 - RP 6,18 http://t.co/gwwImv5m2r",1,0,0,0,1,0,0,0,0,0.667,1.000,1.000,0.667,3
452566520229797888l,"Análise semanal - IBOV, PETR4, VALE5, SMTO3, ABEV3, CRUZ3, ABRE11, BBDC4 e ITUB4. Assista! http://t.co/143CVKOlKu",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
455491513100034048l,que ganas de comer pizza,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
468362963326619648l,$CSAN3 - Cosan (csan-nm) - Esclarecimentos http://t.co/m3qpF8clYt,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456409905574854656l,$BBDC3 - Bradesco (bbdc-n1) - Pagamento De Juros Sobre O Capital Proprio Mensais http://t.co/wJBfW4Fvvz,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441377317600763904l,"Macktrader Investimentos : Banco do Brasil On (Bbas3), Gráfico Diário. http://t.co/9pBbMOk8Nh",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456432299358564352l,"@Live_Trade  Marcos, vc está acompanhando #ABEV3?",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446270385890541568l,RT @daltonvieira: Ação ex-juros hoje: LREN3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
459337788920713217l,#lame4 entrando já já,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
447028025167982592l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BRFS3 44,3606 CCRO3 17,0225 ECOR3 13,1227 EMBR3 20,1302 MULT3 46,3155",0,0,0,0,1,0,0,0,0,1.000,1.000,0.667,1.000,3
453536632788885504l,EVEN3 - Corretora divulga carteira quantitativa para abril http://t.co/A2252YmOo3 via @infomoney,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453609446594584577l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:CCRO3 17,42 CYRE3 13,90 ECOR3 13,79 GFSA3 3,85 HYPE3 16,98 IGTA3 22,11 SMLL 1260,62",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441546751867367424l,$BBAS3 - Banco Do Brasil (bbas-nm) - Fato Relevante   Acordo Com Os Correios http://t.co/kW3xh2fjzU,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
459657331467649026l,$LIGT3 - Light S/a (ligt-nm) - Deliberacoes De Assembleias / Distribuicao De Dividendo http://t.co/IoOoCOiGT1,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446978675763073024l,$CYRE3 - Cyrela Realt (cyre-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/7wgn2QWmIs,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448574872981995521l,"Itau Unibanco PN (ITUB4), Gráfico Diário. http://t.co/UAejznW7Lx",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
445258830608609281l,#PETR3 #PETR4 - Conselho Fiscal da Petrobras faz alerta sobre dívida e rating de crédito - http://t.co/1Wvbdr6yQh,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
452411602084438016l,"Gatilho position, semana que vem:   Ativo mrve3 - Venda  - Validade 11/abr - Start 7,77 - Stop 8,41 - RP 7,13 http://t.co/WC4Kjli0xh",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
450682309034147841l,@manupuig1 de nada.,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
443142615639138304l,"Macktrader Investimentos : Petrobrás Pn (Petr4), Gráfico Semanal. Papel fazen... http://t.co/ZxJu5OTUCs",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
448160502041300992l,RT @Adriano3Luis: PETR4 só me traz alegrias...,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,1.000,3
448448004203483136l,LAME4 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441028254942502912l,"as nuvens do ichimoku: PETR4 - pregão de sexta-feira, 28 de fevereiro http://t.co/fZ3wAPf7An",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
460826183190720512l,marota por ti amg @mel_cruz3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441559785218244608l,$PETR3 - Petrobras (petr) - Producao De Petroleo E Gas Natural Em Janeiro http://t.co/wf0dVBgd7F,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449553483365376001l,Dá-lhe Vale5!!!!,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
451065886502580226l,"#OIBR4 - Gradual recomenda BB, Oi e mais 8 ações para esta semana - InfoMoney 
Veja mais em: http://t.co/uksp6jugal",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
451110516505604096l,#OIBR4 (mensagem: 953210)  http://t.co/W31LRaQpAl,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
460862182520274945l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  ARTR3 18,98 BBAS3 23,35 BBTG11 30,68 BISA3 1,45  BOVA11 50,13 CMIG4 16,23",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453176117260996609l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  FIBR3 25,78 INDX 11586,73 JBSS3 7,98 TBLE3 34,85 VALE3 33,28",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
454151938905743361l,a dormir,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
444490105676652544l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:ALLL3 7,26 BRFS3 44,25",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
459714879784747008l,@clubedopairico fizeram um rouba monte na VALE5 que deu do,0,1,0,1,0,1,1,0,0,0.667,0.667,0.667,0.667,3
446757227136045056l,"@stancatiTrader: A #PETR4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. Ineficiente, inflada e corrupta.",0,1,0,1,0,0,1,0,0,1.000,1.000,1.000,1.000,3
446614147900661760l,$RENT3 - Localiza (rent-nm) - Fato Relevante - Juros Sobre O Capital Proprio http://t.co/7dfYRMAvEm,0,0,0,0,0,0,0,0,1,1.000,0.667,1.000,1.000,3
441750277830369280l,perfil visualizado por 8 pessoas http://t.co/UCISBQZ0lP,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
445527782475698176l,$AEDU3 - Anhanguera (aedu-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/ZVvChR52GU,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
450744132668239872l,RT @imcharliedrew: Estou a ver-vos @mel_cruz3 http://t.co/IbXZZ2nq64,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
442013763487948800l,Ativo c/ vol Financeiro Superior à sua MM21-16h: ABCB4 ABEV3 ALLL3 BBDC4 BEEF3 BRML3 BVMF3 CIEL3 CMIG3 CMIG4 CRUZ3 ELET6 ELPL4 EZTC3 GETI3,0,0,0,0,0,0,0,0,1,1.000,0.667,1.000,1.000,3
449571881864409088l,"CPFE CPFL ENERGIA dividendos ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||CPFE3 R$0,590062200 http://t.co/hW0GTPCvy5",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
453995260587175936l,"INTRADAY PETR4: Suportes 14,91 e 15,45 e resistências 16,80 e 17,61
INTRADAY VALE5: Suportes 29,30 e 29,69 e resistências 30,68 e 31,28",0,0,0,0,0,0,0,0,1,0.750,1.000,0.750,1.000,4
441409696948584448l,"RT @chrinvestor: Preocupações com a #PETR4 não param de crescer: produção, sumiço de investimentos, caixa e o endividamento. Quem arrisca u…",0,1,0,1,1,0,0,1,0,0.667,0.667,0.667,0.667,3
449571990345887744l,"RT @dividendo_br: CPFE CPFL ENERGIA dividendos ||aprov 26/3/2014||dataex 30/4/2014||pagto n/d||CPFE3 R$0,590062200 http://t.co/hW0GTPCvy5",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441946579118063616l,#VALE5 NEXT VINTE E SETE E DEZ ...,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
453916996259049472l,"BOVESPA AGORA -1,21% -625.62 PONTOS  =&gt, #ELET3  R$ 6,74  -7,67%",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
445519322384171008l,"#VALE5 - Análise #Ichimoku - pregão de sexta-feira, 14 de março. http://t.co/07aH70ZkPX",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453904604917293056l,Gráfico do IMA-crash da ITUB4: http://t.co/ezrYR4D3kj,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
445527777216061440l,$AEDU3 - Anhanguera (aedu-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/iqRBSyB488,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
444445236816015360l,$MRVE3 - Mrv (mrve-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/vGRPkijrbf,0,0,0,0,0,0,0,0,1,0.667,0.667,1.000,0.667,3
444077454463102977l,$DTEX3 - Duratex (dtex-nm) - Investimentos Em Unidade De Paineis Industrializados http://t.co/VBbLPpvHIN,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441355386499526656l,"ALERTA ELLIOTTBRASIL
=&gt, VALE5: Duas oportunidades de compra que estão prestes a acontecer.... http://t.co/Fkwkf7jHHD",0,0,0,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
448806627571806209l,Estratégia de Análise Técnica para o pregão de hoje CSNA3 http://t.co/iD6QRl89ww,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448147282345869313l,"Agora bonita mesmo está ITUB4! Passou desapercebida, mas teve uma arrancada sensacional nos últimos pregões. Quem pegou se deu bem!",1,0,1,0,0,1,0,0,0,1.000,1.000,1.000,1.000,3
469507340350541826l,é so o IFNC romper e darmos um dardo tranquilizante para a petr4 que o índice sobe 500 pontos fácil.. kkkkkkk,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
447010730395447296l,"INTRADAY PETR4: Suportes 12,85 e 13,42 e resistências 14,30 e 14,61
INTRADAY VALE5: Suportes 25,87 e 26,25 e resistências 26,99 e 27,35",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446424882575052800l,"Análise da Bolsa 19 março BBAS3, IBOV, PETR4, VALE5, OIBR4, HYPE3, DASA3, RADL3 http://t.co/gTy9rMNnT3",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448497855423344640l,$JBSS3 - Jbs (jbss-nm)- Demonstracoes Financeiras Em Ingles De 31/12/2013 http://t.co/rEl6UN3z3W,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
459376812175671296l,A última indicação da #USIM5 resultou em -1.29 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
464754673673859072l,$TIMP3 - Tim Part S/a (timp-nm) - Demonstracoes Financeiras De 31/03/2014 (cons) http://t.co/bNfnDfQurF,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
446705938536218624l,"@clubedopairico eu pisco o olho e a #PETR4  bate. R$13,90??? Que isso?!?",0,0,0,0,0,1,0,0,0,0.667,0.667,1.000,0.667,3
448951505845256193l,"ELPL ELETROPAULO dividendos ||aprov 25/4/2014||dataex 28/4/2014||pagto n/d||ELPL3 R$0,388977082||ELPL4 R$0,427874790 http://t.co/FhJ4SZQxMA",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446347773408190464l,#vale5 quem acreditou no Obj Parabéns!!!!!,1,0,1,0,0,1,0,0,0,1.000,1.000,0.667,0.667,3
464864439670702080l,@luizmoratoneto temos recomendação de venda para PDGR3.,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
441942098104033280l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  PCAR4 98,83 Ativo c/ vol Financeiro Superior à sua MM21-11h: TEMP3",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456451163165319168l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: ODPV3 9,32 RADL3 18,61 RENT3 34,95 WEGE3 34,54",0,0,0,0,0,0,0,0,1,0.667,1.000,1.000,1.000,3
448115361897279489l,A última indicação da #MRVE3 resultou em -0.55 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441285961402417154l,A China está derretendo ou algo do gênero para a #vale5 estar apanhando desse jeito? #bovespa,0,1,0,1,0,1,0,1,0,0.667,0.667,0.667,0.667,3
449658948401233920l,RT @stanleyburburin: Olha as corretoras que mais compararam a ação PETR4 da Petrobras - http://t.co/6hdGKu7et4 http://t.co/5HLoD6fgx8,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449563541008556032l,@nahasbap Não será brml3 ?,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
452006635368906752l,RT @Angela_dias24: Esta tudo a gritar por uma aranha,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443462759796453376l,#OIL #PETR4 Fitch atribui nota ‘BBB’ para emissão de bônus da Petrobras: http://t.co/ccxmKieLR4,0,0,0,0,0,0,0,0,1,0.667,1.000,1.000,1.000,3
451065209130463232l,Credit Suisse mostra as melhores ações para comprar e vender em 15 setores: São quinze setor... http://t.co/yhoCjeJV1i #infomoney #vale5,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
461190221179392002l,RT @imcharliedrew: A minha cara deu-me doenças haha amt http://t.co/fjlCPhhzGk,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,0.667,3
467371093570093057l,#PETR3 #PETR4 - Produção de petróleo no pré-sal bate novo recorde - http://t.co/Ky2sjzL8al,1,0,1,0,0,1,0,0,0,1.000,1.000,1.000,1.000,3
451062337240588288l,@itauunibanco_ri Boa tarde. Quanto a ITUB4 vai distribuir de dividendos?,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
448803320871026688l,seu perfil foi visto por 2 pessoas na última hora http://t.co/DAbXDMSS43,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
458979905888604160l,Triângulo Simétrico/Normal - Análise Técnica. CIEL3: http://t.co/CticOPuFkf via @YouTube,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
444180742932017152l,MRVE3 comprar a R$ 8.33 indicado em 13/03/2014 15:38 e finalizou a venda com resultado de R$ -0.05 ou -0.60 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
469218838568239105l,$ECOR3 - Ecorodovias (ecor-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/eyITT3Fb9Y,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
461508389697495040l,"#oibr4 se 5'fechar acima 2,20 e romper vai ficar LINNDA",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
445891990052687872l,$VALE3 - Vale (vale-n1) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/5bzNVkTLV4,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,4
471038745169637376l,"Análise - 26.05.14 - IBOV, PETR4, VALE5, RENT3, TIMP3, PSSA3, GOLL4, EMBR3 e ABRE11. Assista! http://t.co/vN9JY0S9Nm",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
447113340926844928l,cada dia aparece mais trolha da #petrobras o buraco é bem mais p/ baixo! @deputadocaiado #petr4 #refinariaabreuelima http://t.co/sqHfbOK0sJ,0,1,0,1,0,1,1,0,0,1.000,1.000,1.000,1.000,3
457104410590842880l,$TIMP3 - Tim Part S/a (timp-nm) - Arquivamento Do Formulario Anual 20-f http://t.co/OLZrEpFUcJ,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441232913498386433l,#BBDC4 suportes e resistências http://t.co/B6q9STwuQD,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
450979739944382464l,$ELET3 - Eletrobras (elet-n1) - Material A Disposicao (candidatos A Membros Do Ca E Cf) http://t.co/l9Z7Qm4mAV,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
469221430652305410l,$AEDU3 - Anhanguera (aedu-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/BqTXjrOwF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
460783757025624064l,$ENBR3 - Energias Br (enbr-nm) - Reapresentacao Da Proposta Da Ago/e http://t.co/gBsA5NtlSy,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
461596679620542464l,#PETR4 leilão maluquinho!!!,0,0,0,0,0,0,0,0,1,0.667,0.667,1.000,1.000,3
443736172389761025l,"JCP BBAS3 Ex hoje de 0,31 por ação.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
469219845238976512l,"#VALE5 - Análise #Ichimoku - pregão de quarta-feira, 21 de maio. http://t.co/hWULGbJ1ps",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448890143391625217l,@clubedopairico Petr4 vai realizar agora?,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
447223256534495232l,pessoas que visitaram meu perfil e grupos que sigo no Twitter http://t.co/DAbXDMSS43,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448451571664564224l,"$BBAS3 - Banco Do Brasil (bbas-nm) - Esclarecimentos A Consulta Da Bm&amp,fbovespa http://t.co/UaFXNfKifj",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
446987124722925568l,$RENT3 - Localiza (rent-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/cuwaU9fOuF,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
443836032895549440l,"INTRADAY PETR4: Suportes 12,88 e 13,00 e resistências 13,20 e 13,28
INTRADAY VALE5: Suportes 25,45 e 25,78 e resistências 26,62 e 27,13",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
461192881529970688l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  CCRO3 18,10 CYRE3 13,41 DIRR3 11,18  GFSA3 3,67 GUAR3 104,26  HYPE3 16,68",0,0,0,0,0,0,0,0,1,0.667,1.000,0.667,1.000,3
462227964357529600l,"Segundo @ADVFNBRASIL, em abril ações da GOL (GOLL4) registraram maior ganho índice IBOVESPA - 30,6%. Mas ações da OI (OIBR4) caíram - 31,4%.",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
446725164081102848l,Ativo c/ vol Financeiro Superior à sua MM21-16h:  INDFUT INDX ISEE ITSA4 JSLG3 MILS3 MLCX MULT3 NATU3 OIBR3 OIBR4 PDGR3 PETR3 PETR4 PFRM3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456403968864686080l,$RENT3 - Localiza (rent-nm) - Comentarios S/ Os Resultados Do Periodo Findo Em 31/03/2014 http://t.co/e0f7lTamyS,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
445577499796180993l,"INTRADAY PETR4: Suportes 12,54 e 12,66 e resistências 13,01 e 13,24
INTRADAY VALE5: Suportes 25,47 e 25,79 e resistências 26,28 e 26,45",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
454294140973359106l,"Inva indica 8 ações e um ETF para investir em abril, confira: Saíram as ações da ALL (ALLL3) e, no lugar, foram... http://t.co/HIBPv2r2P5",1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
446614292822228992l,"Localiza (RENT3) autoriza pagamento de R$ 13,9 mi em juros sobre capital próprio...",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
447121014158557185l,"Acabei de atualizar BVMF3, ITUB4, PDGR3, PETR4, USIM5 e VALE5 no INVISTA EM AÇÕES http://t.co/LNFxOOww7g",0,0,0,0,0,0,0,0,1,0.667,1.000,1.000,1.000,3
466602390146539520l,"@BlackWizardX @ELISLEITAO @deSimoni123 Fiquei até curioso , vou ver agora as #ondasdeelliot no gráfico intraday da #PETR4 .",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
452100882658635776l,"INTRADAY PETR4: Suportes 14,86 e 15,13 e resistências 15,66 e 15,92
INTRADAY VALE5: Suportes 28,60 e 29,07 e resistências 29,96 e 30,38",0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
470908230130872320l,"Notas gerais

A SABESP (SBSP3) aprovou a emissão de debêntures simples, não conversíveis em ações, da espécie... http://t.co/LdzcwBTHfT",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446711825158377472l,continua: geraram saída no lucro em vale5 e bova11,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443098066326151168l,"@petrobras Neste momento PETR3 R$  12,43  e PETR4 R$ 12,96. Cambada de corruPTos.",0,1,0,1,0,0,1,0,0,1.000,1.000,1.000,1.000,3
456148229235560448l,"RT @ale_chumer: PETR4 caindo 3%, foi bem a (dês)Graça Foster hoje?",0,1,0,1,0,1,1,0,0,0.667,0.667,0.667,0.667,3
442003143623065601l,#SBSP3: O índice que mede o volume de água armazenado nos reservatórios do Sistema Cantareira registrou novo... http://t.co/Vq1afbYxNQ,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
469097963181314048l,"tentarão levar a #PETR4 a um teste nos R$17,75, por baixo ? o.O Se conseguirem, os caras são heróis ! :)",1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
449602089220833280l,#ELET6 continua com prejuízo bilionario.  http://t.co/wUXaYvCvcW,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449617191114387456l,$CPFE3 - Cpfl Energia (cpfe-nm)   Ago   29/04/2014   10h00  - Dividendo Complementar http://t.co/zeIfMG6sk0,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
468786582493745153l,ELET6 corrigiu e chegou na zona de suporte em fibo http://t.co/E6M95yYksW,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
443426474721550336l,"RT @Remaska: Deixa que et canti una cançó, una cançó per al somriure més bonic d'aquesta nit, que ets tan salvatge i tan catarra com jo.",1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
449194373918765056l,Agora entendem pq eu estava tranquilo comprando #petr4 #BBAS3 e #vale5 Agora ficou desenhado para os q não entendiam.,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
464065444404789248l,$ELET3 - Eletrobras (elet-n1)- Material A Disposicao (ata) http://t.co/HQfQTM4bve,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,0.667,3
461192796553351168l,"Rastreamento ações-Gráfic diário-14h. Analise se romper:BBAS3 24,32 BBDC3 36,22 BBDC4 34,36 BOVA11 51,19 BRFS3 50,19 BRML3 19,40 BRSR6 12,88",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
454374627708784640l,#CRUZ3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/3xVuPeOwc9,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
448156367472189440l,Venda de AEDU3 e Compra de BTOW3 - 04/03/2014 http://t.co/nFNnHIyPVE,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
469966875737473024l,"RT @Adriano3Luis: OGX tem 40%  de Piapara, pré sal, Bloco BS-4.Localiza-se próximo às descobertas gigantes Libra e Franco, e Tb a recente d…",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
467049432476053504l,RT @bobdevonne: #NasAulasEuCostumo  fazer tudo menos prestar atenção,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
459684982190268416l,"PCAR P.ACUCAR-CBD ON dividendos ||aprov 24/4/2014||dataex 6/5/2014||pagto 15/5/2014||PCAR3 R$0,127272||PCAR4 R$0,14 http://t.co/nFHvPrUXRj",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443107830611333122l,Ativo c/ vol Financeiro Superior à sua MM21-16h: KEPL3 LPSB3 OIBR4 PETR3 PETR4 POMO4 SBSP3 SSBR3 SUZB5 USIM5 VALE3 VALE5 VIVT4,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
