trust_vs_disgust,surprise_vs_antecip,tweet_id,joy_vs_sadness,key,created_date,annotator_id,anger_vs_fear
neutral,neutral,453598065937895424,neutral,5185653687975936,2017-01-20T15:26:03,1805,neutral
neutral,neutral,449758724211875841,neutral,5185967019261952,2016-06-17T05:09:31,2,neutral
dontknow,dontknow,452138852732649472,dontknow,5186029229178880,2017-01-24T15:00:19,5761,dontknow
TRU,neutral,467381083995385856,neutral,5186268472279040,2017-01-23T18:50:25,3586,neutral
neutral,SUR,455822006983086080,neutral,5186462484004864,2017-01-24T01:16:41,6093,neutral
neutral,SUR,443083439202656257,SAD,5186489864421376,2017-01-20T14:14:58,9810,FEA
DIS,SUR,455819433672716288,neutral,5186493085646848,2017-01-24T03:19:08,8549,neutral
DIS,neutral,443066899308756992,neutral,5186657435254784,2016-06-17T05:15:26,2,neutral
neutral,neutral,451706550327836672,neutral,5186746488717312,2017-01-25T17:49:53,6503,neutral
dontknow,dontknow,443776011621388289,dontknow,5186791720091648,2017-01-24T19:26:34,6503,dontknow
neutral,neutral,441596163012435969,neutral,5187175649902592,2016-06-17T05:11:00,2,neutral
TRU,neutral,445320638094639104,neutral,5187177059188736,2017-01-23T09:43:53,3944,neutral
neutral,ANT,453209164035420160,SAD,5187248999890944,2017-01-21T18:33:11,7649,FEA
TRU,ANT,458688198580137984,dontknow,5187321477464064,2017-01-21T11:56:54,3745,FEA
neutral,neutral,454342422529859584,neutral,5187388854763520,2017-01-30T13:13:18,9603,neutral
DIS,neutral,447511780315521024,neutral,5187509113847808,2017-01-21T11:05:21,6947,FEA
neutral,neutral,460887540463980545,neutral,5187617092009984,2017-01-20T16:12:44,6539,neutral
TRU,SUR,446340677790863360,JOY,5187829894217728,2017-01-20T13:35:00,6355,FEA
neutral,dontknow,471263037824172032,neutral,5188225031208960,2017-01-24T19:29:39,6503,neutral
TRU,neutral,444458706374524929,JOY,5188465012506624,2016-12-30T03:29:15,1466,neutral
neutral,ANT,456547780756897792,neutral,5188517088985088,2017-01-22T20:22:32,2454,dontknow
DIS,dontknow,446762116780142592,SAD,5188667949711360,2017-01-25T17:48:35,5136,FEA
TRU,neutral,467280097024942080,JOY,5189116505358336,2017-01-20T15:42:43,3429,neutral
dontknow,dontknow,442743632333123584,dontknow,5189121605632000,2017-01-24T13:52:44,6503,dontknow
neutral,neutral,451110516505604096,neutral,5189442922872832,2017-01-23T20:22:29,3181,neutral
dontknow,neutral,461132325490016256,dontknow,5189498287685632,2017-01-20T15:08:21,365,ANG
DIS,ANT,443914851518533633,SAD,5189533654056960,2017-01-20T13:51:41,1382,FEA
neutral,neutral,458591709140512769,neutral,5189569490190336,2017-01-31T00:15:26,9215,neutral
DIS,dontknow,446752770109231104,JOY,5189945970917376,2017-01-22T18:38:38,6503,neutral
neutral,neutral,444306813589405696,neutral,5190078578032640,2017-01-20T14:07:28,6984,neutral
dontknow,SUR,448572562650320897,dontknow,5190080457080832,2017-01-20T13:12:42,9603,dontknow
neutral,ANT,441215891921858561,neutral,5190267288158208,2016-10-20T23:31:40,2,neutral
neutral,neutral,459365635928391681,neutral,5190427275689984,2017-01-21T15:14:12,7842,neutral
neutral,SUR,460775523166461953,dontknow,5190484184006656,2017-01-25T12:08:00,9276,neutral
dontknow,dontknow,448822793787150337,neutral,5190666518790144,2017-01-20T13:54:13,1794,neutral
DIS,SUR,446778162870235138,SAD,5190807648731136,2017-01-23T16:29:57,8549,ANG
DIS,SUR,446981780269465600,neutral,5190844424388608,2017-01-20T14:12:57,9810,neutral
DIS,neutral,449333317301964800,SAD,5190860530515968,2017-01-20T14:19:38,261,ANG
DIS,ANT,451401534996496384,SAD,5190891132157952,2017-01-20T15:12:19,5257,neutral
neutral,neutral,454596496378171393,neutral,5190915626893312,2017-01-23T13:00:32,6858,neutral
DIS,neutral,450839659640524800,SAD,5191030987030528,2017-01-30T07:07:09,6962,ANG
DIS,ANT,446352348189704192,SAD,5191128429101056,2017-01-22T13:01:54,2937,neutral
TRU,ANT,452972527372226560,neutral,5191189766602752,2017-01-21T11:46:14,3506,neutral
neutral,neutral,443758093139050497,neutral,5191629598097408,2017-01-20T13:26:57,484,neutral
neutral,neutral,459680505697669120,neutral,5191815623868416,2017-01-24T11:11:58,4341,neutral
neutral,neutral,444473450040922112,neutral,5192040170127360,2017-01-21T16:19:11,8049,neutral
neutral,neutral,448841563880574976,SAD,5192287533400064,2017-01-20T12:39:12,9039,neutral
neutral,neutral,445957303431614465,JOY,5192594355126272,2017-01-20T14:19:21,6559,neutral
dontknow,dontknow,456872604440068096,dontknow,5192623077720064,2017-01-20T16:37:23,1748,dontknow
DIS,SUR,443052372743692288,SAD,5193086934188032,2017-01-23T01:05:23,638,neutral
DIS,neutral,455484807212838913,SAD,5193211622457344,2017-01-29T21:08:02,5367,FEA
TRU,ANT,459668711092523008,JOY,5193437510893568,2017-01-20T14:50:04,7649,neutral
TRU,ANT,445919193561432067,JOY,5193519652143104,2017-01-20T16:16:09,4784,neutral
TRU,ANT,451409719044079617,neutral,5193614409859072,2017-02-05T00:25:58,7649,neutral
DIS,SUR,447191851205132288,SAD,5193840969383936,2017-01-20T13:30:12,3932,ANG
TRU,ANT,466765925770072066,neutral,5193846069657600,2017-01-23T19:34:33,8549,neutral
TRU,ANT,456813024410861568,neutral,5193918547230720,2017-01-23T15:35:55,3793,neutral
neutral,neutral,446040497023635456,neutral,5194010419265536,2016-06-17T05:06:58,2,neutral
neutral,neutral,444579970325557248,neutral,5194377370533888,2017-01-20T14:19:00,6559,neutral
neutral,neutral,446651604310437888,dontknow,5194403073228800,2016-12-28T02:20:21,2802,neutral
neutral,neutral,453643599855374337,neutral,5194435553918976,2017-01-30T07:04:33,6962,ANG
TRU,ANT,446349798820818944,JOY,5194449780998144,2017-01-20T13:57:43,5987,neutral
neutral,ANT,443751525878620160,neutral,5194625673330688,2016-06-20T01:46:54,2,neutral
DIS,SUR,456092131678244864,neutral,5194636075204608,2017-01-26T20:19:54,7649,FEA
dontknow,SUR,459411219083190272,dontknow,5195242470899712,2017-01-23T12:20:30,3847,dontknow
dontknow,dontknow,450939782076825600,dontknow,5195563788140544,2017-01-23T10:02:40,6606,dontknow
DIS,SUR,458696982237020162,SAD,5195727936421888,2017-02-01T04:09:25,4136,FEA
DIS,neutral,447191851205132288,neutral,5195988385923072,2016-06-17T05:17:40,2,neutral
neutral,neutral,463761411983048705,neutral,5196045092913152,2017-01-20T15:16:03,1648,neutral
DIS,ANT,460591592995553280,SAD,5196305206870016,2017-01-20T14:26:13,5389,ANG
TRU,SUR,450339350711394304,dontknow,5196371241992192,2017-01-20T13:15:42,8458,neutral
neutral,neutral,454621560020959232,neutral,5196413185032192,2017-01-20T14:15:06,1794,neutral
neutral,SUR,463762460554452992,SAD,5196555388715008,2017-01-29T21:07:35,5367,neutral
neutral,ANT,468159955246534656,neutral,5196992401637376,2017-01-23T12:17:07,3847,neutral
DIS,SUR,463292117713190915,SAD,5197709526958080,2017-01-26T20:45:53,7649,ANG
DIS,neutral,457675589638701056,neutral,5197835557404672,2017-01-23T16:19:38,7471,neutral
DIS,ANT,449545783881510912,neutral,5197912598380544,2017-01-20T13:55:51,9603,neutral
TRU,ANT,442042173597687808,neutral,5197914477428736,2017-01-20T12:45:23,7413,neutral
neutral,neutral,450692779975659520,neutral,5197915819606016,2016-12-28T18:50:56,4924,neutral
neutral,neutral,458039093478559744,neutral,5197917698654208,2017-01-24T00:58:36,6503,neutral
neutral,neutral,447014553474572288,neutral,5198055137607680,2017-01-21T13:50:01,1645,neutral
neutral,neutral,456754304276119552,neutral,5198106408779776,2017-01-24T18:44:31,1129,neutral
neutral,neutral,446664455766966273,neutral,5198212507893760,2016-06-17T05:12:13,2,neutral
neutral,ANT,459325878758281216,JOY,5198229620654080,2016-10-21T00:26:54,2,neutral
DIS,dontknow,455852251442315264,JOY,5198240894943232,2017-01-22T18:40:37,6503,neutral
TRU,ANT,450392294894882816,JOY,5198294380707840,2017-01-20T13:32:22,3932,neutral
TRU,ANT,448566200260628481,neutral,5198536173944832,2017-01-20T13:23:10,2249,neutral
TRU,ANT,466624936929673216,JOY,5198546374492160,2017-02-03T20:57:57,8064,neutral
neutral,dontknow,448861957136068608,JOY,5198874671054848,2017-01-21T16:37:24,9509,dontknow
DIS,SUR,456460863470190592,neutral,5198968086593536,2017-01-31T18:07:39,7649,ANG
neutral,neutral,448520248590094340,neutral,5199055059681280,2017-01-26T01:51:26,3683,neutral
dontknow,dontknow,461496624309882881,dontknow,5199321884524544,2017-01-27T04:03:44,2923,dontknow
neutral,neutral,456063870038470656,neutral,5199339332829184,2017-01-31T15:44:29,3860,neutral
dontknow,dontknow,449660596251004928,dontknow,5199404428427264,2017-01-31T15:46:34,3860,dontknow
TRU,SUR,449269207583436801,JOY,5199462611812352,2017-01-21T18:57:33,8629,neutral
neutral,neutral,443205544418234368,neutral,5199543813537792,2016-06-17T05:13:18,2,neutral
dontknow,dontknow,454273975871631360,dontknow,5199603741753344,2017-01-24T14:26:36,6503,dontknow
DIS,neutral,462328786717904896,neutral,5199687225180160,2017-01-22T14:56:49,4160,neutral
DIS,ANT,459001408889847809,SAD,5199711719915520,2017-01-24T16:03:25,3390,neutral
dontknow,dontknow,459753313006010369,dontknow,5199924522123264,2017-01-23T23:50:35,6503,dontknow
neutral,neutral,459705570518630400,JOY,5199961834651648,2017-01-21T20:21:23,6581,neutral
dontknow,dontknow,449531433103527936,dontknow,5200371198722048,2017-01-20T15:22:12,8346,dontknow
TRU,SUR,454287146132987904,neutral,5200666611941376,2017-01-29T02:44:51,7649,FEA
neutral,neutral,442007897296613376,neutral,5200681711435776,2016-06-17T05:11:47,2,neutral
DIS,ANT,471727275122393088,SAD,5201148722020352,2017-01-25T13:13:24,9929,FEA
dontknow,dontknow,445893199526395904,dontknow,5201185631895552,2017-01-20T13:05:06,6208,dontknow
TRU,SUR,452050973037703168,neutral,5201260793823232,2017-01-31T19:24:51,7649,neutral
neutral,neutral,447003976341667840,neutral,5201419170742272,2017-01-22T18:33:45,6858,neutral
TRU,neutral,453613523906863105,neutral,5201711228518400,2017-01-20T14:37:41,7098,neutral
neutral,SUR,458638002370396160,JOY,5201817260523520,2017-01-20T14:52:35,5586,neutral
DIS,neutral,452075169079889920,neutral,5202147436134400,2017-01-31T17:04:15,8403,FEA
neutral,SUR,446099653306884096,JOY,5202299773255680,2017-02-03T20:57:08,8064,neutral
TRU,ANT,450817947645530112,JOY,5202315745165312,2017-01-22T18:40:31,6503,ANG
neutral,neutral,460752061437456385,neutral,5202426609008640,2016-12-27T22:39:51,2,neutral
TRU,ANT,453600686664876033,JOY,5202483248889856,2017-01-26T12:19:59,6503,neutral
neutral,neutral,446669072130797568,neutral,5202504455290880,2017-01-23T16:25:52,7471,neutral
DIS,ANT,459333526102757376,neutral,5202637062406144,2017-01-21T13:06:37,6712,FEA
dontknow,dontknow,458965920954982400,dontknow,5202638941454336,2017-01-20T16:14:21,3944,dontknow
dontknow,dontknow,458688307204202496,dontknow,5202642162679808,2017-01-24T18:44:53,6503,dontknow
neutral,ANT,448787429387169792,neutral,5202760341389312,2016-06-17T05:15:55,2,neutral
TRU,neutral,454374627708784640,neutral,5202794768236544,2017-01-27T10:05:17,3944,neutral
DIS,neutral,443314233665925121,neutral,5202813156065280,2017-01-20T13:13:24,7174,neutral
DIS,ANT,450677390780669952,SAD,5203035286405120,2017-01-20T13:58:54,1722,ANG
neutral,ANT,459287254511656960,neutral,5203245874020352,2017-01-21T19:34:52,8835,neutral
dontknow,dontknow,446276204623302656,dontknow,5203272717565952,2017-01-24T14:05:56,6503,dontknow
neutral,neutral,445560979867578369,neutral,5203453575954432,2016-06-17T05:11:16,2,neutral
TRU,SUR,452159279605493760,JOY,5203535650095104,2017-01-31T00:33:18,5367,neutral
TRU,ANT,445989441451335680,neutral,5203618193997824,2017-01-20T12:41:30,2071,FEA
neutral,neutral,446990945779986432,neutral,5203762612273152,2017-01-20T12:49:46,9622,neutral
dontknow,dontknow,446619658125582337,dontknow,5204038563921920,2017-01-24T15:22:06,6503,dontknow
neutral,neutral,468782261589266432,neutral,5204054670049280,2017-01-24T10:20:30,3851,neutral
neutral,neutral,451412337673912320,neutral,5204082050465792,2017-01-20T16:07:10,2735,neutral
dontknow,dontknow,444517169033134081,dontknow,5204256265076736,2017-01-20T12:51:39,1531,dontknow
neutral,neutral,444319866720620544,neutral,5204266264297472,2016-06-17T05:12:47,2,neutral
neutral,neutral,446987976749613056,neutral,5204313777373184,2016-10-18T13:11:27,3,neutral
dontknow,dontknow,444124619965227009,dontknow,5204359881162752,2017-01-24T14:05:43,6503,dontknow
neutral,neutral,458512644061028352,JOY,5204657576083456,2017-01-30T00:53:39,7649,neutral
neutral,neutral,446333552561364992,neutral,5204703478546432,2017-01-20T14:39:17,2583,neutral
DIS,SUR,448451521559425024,SAD,5204841185935360,2017-01-22T04:10:29,638,neutral
neutral,neutral,459291988228341760,neutral,5205225048637440,2016-11-11T02:13:40,2,neutral
TRU,neutral,455825184935915522,neutral,5205266387697664,2017-01-26T01:58:12,3683,neutral
neutral,SUR,449619485667123200,neutral,5205272628822016,2016-10-18T09:25:05,3,neutral
TRU,SUR,460856767120154624,neutral,5205422080262144,2017-01-20T15:20:35,1805,neutral
TRU,ANT,458580698329149440,JOY,5205684207484928,2017-01-25T19:35:51,2994,dontknow
dontknow,dontknow,456844869294891008,dontknow,5205788494659584,2017-01-24T14:33:25,6503,dontknow
TRU,neutral,456092590593802240,JOY,5206109275029504,2017-01-23T03:27:46,3107,neutral
DIS,ANT,443405304881893376,neutral,5206370194292736,2017-01-20T13:32:23,8844,ANG
neutral,neutral,448888350523813888,neutral,5206471193133056,2016-06-17T05:15:38,2,neutral
neutral,neutral,442996770105470976,neutral,5206515484983296,2016-11-11T11:37:14,2,neutral
dontknow,dontknow,442010362733674496,dontknow,5206631650426880,2017-01-24T18:13:19,1613,dontknow
DIS,SUR,445917011915599872,neutral,5206805059731456,2017-01-27T00:24:54,7649,FEA
TRU,ANT,461128955505168384,JOY,5206889080029184,2017-01-25T18:12:46,8690,FEA
neutral,neutral,445926348448485378,neutral,5206935183818752,2016-06-20T01:46:29,2,neutral
neutral,ANT,441253624878878721,neutral,5207028196704256,2016-10-14T14:54:20,3,neutral
neutral,SUR,453893219882123264,neutral,5207036987965440,2017-01-24T01:19:15,4816,neutral
dontknow,dontknow,449348463252475904,dontknow,5207045041029120,2017-01-20T13:21:58,1920,dontknow
DIS,ANT,461500238885560320,neutral,5207090473730048,2017-01-21T13:23:27,3506,FEA
DIS,SUR,456387515193106432,SAD,5207125840101376,2017-01-20T16:00:36,2735,ANG
DIS,SUR,456113957775101952,SAD,5207341527990272,2017-01-31T22:08:53,4546,ANG
neutral,neutral,459444457486946305,JOY,5207362063302656,2017-01-27T04:39:26,2923,neutral
TRU,neutral,453175182061215744,neutral,5207379511607296,2017-01-31T22:31:29,5367,neutral
DIS,neutral,448420692854595584,SAD,5207447425777664,2017-01-24T15:05:31,5761,FEA
neutral,neutral,456874763085176832,neutral,5207502790590464,2017-01-21T18:38:53,6503,neutral
neutral,neutral,463382369161195521,neutral,5207538156961792,2017-01-20T16:44:32,1794,neutral
DIS,SUR,445716391652765696,SAD,5207909403197440,2017-01-26T20:44:48,7649,ANG
neutral,neutral,442007897296613376,neutral,5208019461734400,2017-01-20T13:54:58,1794,neutral
neutral,neutral,459770348222029824,neutral,5208399834775552,2017-01-22T12:44:51,2937,neutral
neutral,neutral,454604295078690816,neutral,5208523583520768,2016-11-11T11:31:47,2,neutral
TRU,SUR,443031972336525312,neutral,5208720615145472,2017-01-20T16:12:33,8866,neutral
neutral,neutral,441602347777925121,neutral,5208781952647168,2017-01-20T13:45:21,720,neutral
neutral,neutral,443439285707223040,neutral,5209047837966336,2016-12-28T17:04:22,9839,neutral
neutral,ANT,441265962352771072,neutral,5209104544956416,2016-06-17T05:11:53,2,neutral
neutral,neutral,466774485946101760,neutral,5209407809912832,2017-01-23T16:17:46,7471,neutral
DIS,SUR,444092114222481408,SAD,5209632356171776,2017-01-20T14:26:30,8998,ANG
neutral,neutral,444081011975266304,neutral,5209798115065856,2016-11-11T01:49:15,2,neutral
TRU,SUR,471255015487991809,neutral,5209869787332608,2017-01-24T16:55:49,7649,neutral
neutral,neutral,443219869136617472,SAD,5210215263764480,2017-01-20T13:48:49,1522,ANG
TRU,ANT,441259169996615680,JOY,5210306531819520,2016-12-28T01:26:36,3482,neutral
TRU,neutral,449535642297712640,JOY,5210336328155136,2016-12-28T03:09:18,9839,neutral
dontknow,dontknow,441940897375076352,dontknow,5210359682039808,2017-01-20T13:24:56,8353,dontknow
TRU,SUR,444515462987403264,JOY,5210425851379712,2017-02-01T00:07:52,7649,FEA
dontknow,dontknow,449551763301883904,dontknow,5210457728090112,2017-01-24T12:32:10,6503,dontknow
DIS,SUR,441285961402417154,SAD,5210651739815936,2017-01-24T17:39:46,187,FEA
TRU,ANT,458654026150993920,neutral,5210679120232448,2017-01-21T13:51:53,1645,neutral
neutral,neutral,445544684958789632,neutral,5210800520167424,2016-06-17T05:11:12,2,neutral
TRU,SUR,444471063641333760,JOY,5210853334843392,2017-01-20T13:21:46,1887,neutral
TRU,SUR,458242961801609216,JOY,5210956950929408,2017-01-24T17:54:45,9929,neutral
neutral,ANT,441216406466486272,neutral,5211240150335488,2016-09-22T22:29:21,2,neutral
neutral,ANT,448810643148513280,neutral,5211300548313088,2017-01-20T15:24:28,1805,FEA
dontknow,dontknow,446644402526879744,dontknow,5211438255702016,2017-01-23T00:47:21,597,dontknow
DIS,ANT,472295032876437504,SAD,5211510733275136,2017-01-22T11:26:17,104,neutral
neutral,ANT,443065076204195840,neutral,5211802791051264,2017-01-20T13:04:53,9603,neutral
DIS,SUR,468764485852069888,SAD,5211826413371392,2017-01-26T20:45:17,7649,FEA
DIS,neutral,454332774741463041,dontknow,5212068810588160,2017-01-21T20:31:46,4054,FEA
dontknow,neutral,456121871202004992,neutral,5212552933933056,2017-01-30T13:50:37,2105,neutral
TRU,SUR,451887387464179712,neutral,5212797881286656,2017-01-24T16:59:32,7649,neutral
DIS,neutral,469834686131605504,neutral,5212881364713472,2017-01-23T01:03:09,597,ANG
TRU,SUR,468930214962429954,neutral,5213243349925888,2017-01-30T18:55:04,7649,FEA
dontknow,dontknow,443352450200645632,dontknow,5213340120907776,2017-01-20T13:14:25,4859,dontknow
TRU,neutral,458944933496631296,JOY,5213565338255360,2017-01-20T17:04:33,5257,neutral
neutral,ANT,459328682411429888,neutral,5213860751474688,2017-01-30T01:39:16,7649,neutral
dontknow,dontknow,463383711065833472,dontknow,5214240990298112,2017-01-24T13:47:47,6503,dontknow
neutral,ANT,441246872813187072,neutral,5214258505711616,2016-06-17T05:08:18,2,neutral
neutral,ANT,442056119322959873,neutral,5214407957151744,2016-12-28T03:32:25,9839,FEA
neutral,neutral,445754437840437248,neutral,5214905368051712,2017-01-20T15:14:53,9576,neutral
neutral,ANT,456041419699142656,neutral,5215011400056832,2017-01-20T15:46:44,3867,neutral
dontknow,dontknow,464428662193160193,dontknow,5215427743449088,2017-01-22T12:54:51,2937,dontknow
neutral,neutral,448431916245852160,neutral,5215647323652096,2017-01-20T13:42:06,8935,neutral
neutral,neutral,455461151678005248,neutral,5215743423545344,2017-01-26T18:13:35,4137,neutral
DIS,ANT,453209164035420160,SAD,5215831201939456,2017-01-21T19:00:02,8629,FEA
DIS,SUR,471708570082639873,SAD,5215833080987648,2017-01-21T11:39:50,3506,neutral
DIS,neutral,443519036333514752,neutral,5215834423164928,2016-12-30T03:33:04,1466,FEA
neutral,neutral,441250681228255232,neutral,5215879251886080,2016-12-28T01:20:51,7359,neutral
DIS,neutral,450802056413339648,neutral,5216466857099264,2017-01-20T14:33:40,1794,ANG
neutral,neutral,441968116361609217,neutral,5216502022144000,2017-01-30T13:14:01,9603,neutral
neutral,neutral,448117004852273153,neutral,5216510276534272,2016-06-17T05:10:08,2,neutral
dontknow,dontknow,444539036682575872,JOY,5216914070568960,2017-01-26T23:50:56,2923,dontknow
neutral,neutral,446333552561364992,neutral,5217054797856768,2017-01-20T14:24:31,9280,neutral
DIS,neutral,449175888555692032,neutral,5217195927797760,2017-01-23T23:55:01,6503,FEA
DIS,SUR,448867171176046592,SAD,5217232703455232,2017-01-20T14:39:47,9551,ANG
neutral,neutral,441942098104033280,neutral,5217279411224576,2017-01-20T16:37:14,6862,neutral
neutral,ANT,444482105675104256,neutral,5217303905959936,2017-01-23T18:40:46,3586,neutral
TRU,neutral,442793746435166208,JOY,5217578045669376,2017-01-21T18:23:36,6503,neutral
neutral,neutral,468219256606580736,neutral,5218203902935040,2017-01-24T16:44:00,6503,neutral
DIS,ANT,461229131829895168,SAD,5218428449193984,2017-01-22T00:34:24,918,FEA
DIS,SUR,469499828855382017,SAD,5218639036809216,2017-01-23T11:13:49,8857,FEA
dontknow,dontknow,460079788489994240,dontknow,5218982634192896,2017-01-20T15:03:03,9603,dontknow
TRU,neutral,456572844151820288,SAD,5219011356786688,2017-01-21T15:13:42,7842,neutral
DIS,ANT,446287577612832768,SAD,5219048669315072,2017-01-20T13:20:07,1426,FEA
neutral,ANT,459835328510324736,neutral,5219521652588544,2017-02-02T17:30:33,4136,neutral
DIS,SUR,451703359612157952,SAD,5219594130161664,2017-02-01T17:05:27,9796,ANG
TRU,ANT,441255389611687936,JOY,5219657548038144,2016-12-28T01:17:03,7359,neutral
TRU,ANT,453521129505030144,neutral,5219825789960192,2017-01-20T15:40:33,3793,neutral
DIS,ANT,443009078449565697,SAD,5219907931209728,2017-01-21T11:45:35,3506,FEA
DIS,SUR,447164325246271488,SAD,5220229248450560,2017-01-20T13:52:56,9280,FEA
neutral,neutral,450979848862060544,neutral,5220231127498752,2017-01-20T13:42:29,8892,neutral
DIS,ANT,455744272138907648,neutral,5220306826297344,2017-01-23T21:36:23,4380,ANG
neutral,SUR,460842012531757056,JOY,5220308168474624,2016-12-28T18:54:02,4924,neutral
neutral,ANT,448101479430500352,neutral,5220398698332160,2016-06-17T05:13:37,2,neutral
dontknow,dontknow,468732329762893824,dontknow,5220765649600512,2017-01-20T15:05:59,1648,dontknow
DIS,dontknow,443398937169649664,neutral,5220801015971840,2017-01-20T13:04:57,2019,neutral
TRU,SUR,445941752961040384,JOY,5220838060064768,2017-01-20T14:26:24,3497,neutral
TRU,SUR,469208405400645633,JOY,5220907853283328,2017-01-30T01:00:16,7649,neutral
neutral,neutral,448117724217364480,neutral,5221496532238336,2016-10-18T09:43:49,3,neutral
neutral,neutral,446666914207907840,neutral,5221630749966336,2017-01-23T19:54:30,6406,neutral
TRU,SUR,459419985748570112,neutral,5221646856093696,2017-01-23T17:15:50,2105,neutral
TRU,neutral,449260171496550400,JOY,5221672357462016,2017-01-21T15:12:51,7900,neutral
neutral,neutral,451423707416645632,dontknow,5221952067207168,2017-01-23T16:31:27,9913,dontknow
neutral,neutral,446987129781243904,neutral,5222098431639552,2016-06-17T05:10:05,2,neutral
neutral,ANT,441216148625833984,neutral,5222350156988416,2016-10-21T00:20:05,2,neutral
neutral,neutral,449300443378634752,neutral,5222361431277568,2017-01-23T01:02:26,597,neutral
neutral,neutral,443031972336525312,neutral,5222433371979776,2017-01-20T16:12:30,2735,neutral
neutral,neutral,448944359145095168,neutral,5222505849552896,2017-01-20T15:33:48,8720,neutral
TRU,ANT,469515693843820544,neutral,5222693485936640,2017-01-20T15:03:32,6459,neutral
dontknow,dontknow,459407710497538049,dontknow,5222801464098816,2017-01-20T14:53:07,1648,dontknow
dontknow,dontknow,445687170125549568,dontknow,5222826495705088,2017-01-24T14:24:30,6503,dontknow
neutral,neutral,443402335696723968,neutral,5222935413391360,2016-06-17T05:13:28,2,neutral
neutral,neutral,462198318102482945,neutral,5223380680704000,2017-01-23T19:31:20,1517,neutral
dontknow,dontknow,443479045179600896,dontknow,5223409403297792,2017-01-24T14:15:27,6503,dontknow
DIS,SUR,459690116186132480,neutral,5223756356124672,2017-01-25T17:53:10,9603,ANG
neutral,neutral,441604957410963456,neutral,5224109550075904,2016-06-17T05:11:01,2,ANG
TRU,ANT,462283522989113344,neutral,5224129884061696,2017-01-30T06:59:02,6962,neutral
dontknow,ANT,448801043820728320,dontknow,5224300877447168,2017-01-20T14:32:08,3497,FEA
neutral,neutral,446296811092066304,neutral,5224397245775872,2017-01-25T18:26:21,6093,neutral
neutral,SUR,449647583175401472,neutral,5224443416674304,2017-01-21T18:59:21,8629,FEA
neutral,neutral,442003384850468864,neutral,5224682659774464,2017-01-20T14:08:37,6984,ANG
neutral,neutral,441595881222332416,neutral,5224708362469376,2016-12-28T17:04:10,9839,neutral
dontknow,dontknow,441552735897280512,dontknow,5225041490870272,2017-01-24T16:45:23,6503,dontknow
TRU,SUR,454251848263041024,JOY,5225094976634880,2017-01-22T03:50:37,638,neutral
neutral,ANT,441215713227718656,neutral,5225231341846528,2016-10-21T00:19:15,2,neutral
neutral,ANT,449232758964224000,dontknow,5225241475284992,2017-01-01T19:15:38,8309,neutral
neutral,dontknow,461192942708097025,neutral,5225268050395136,2017-01-23T19:22:07,5524,neutral
DIS,neutral,446680049761394689,neutral,5225562859634688,2016-06-17T05:17:28,2,neutral
TRU,ANT,441215788083458048,neutral,5225611647778816,2017-01-20T15:46:33,1680,neutral
neutral,neutral,444501538376269825,neutral,5226075504246784,2017-01-20T14:10:06,6984,neutral
TRU,SUR,448519230775107584,JOY,5226374138691584,2017-01-20T15:20:51,5257,neutral
TRU,neutral,464422796245073920,neutral,5226554527318016,2017-01-31T19:42:55,3506,neutral
neutral,neutral,446296811092066304,neutral,5226647808638976,2017-01-25T19:33:53,2994,neutral
TRU,SUR,444103827764314112,neutral,5227219576160256,2017-01-30T00:12:50,7649,neutral
DIS,ANT,460830546718117888,neutral,5227224542216192,2017-01-20T16:16:22,4784,neutral
DIS,ANT,445614082050519040,SAD,5227435129831424,2017-01-23T01:04:50,638,neutral
neutral,neutral,468786582493745153,neutral,5227807449808896,2017-01-20T15:19:13,1794,neutral
TRU,neutral,444116175312527360,neutral,5227886705377280,2017-01-20T13:06:14,5359,neutral
neutral,ANT,459357938201952257,neutral,5228269427228672,2017-01-23T19:43:37,6406,neutral
neutral,ANT,441272673851936768,neutral,5228286539988992,2016-06-17T05:11:55,2,neutral
DIS,neutral,444585471096938497,SAD,5228621882982400,2017-01-20T13:58:02,3989,ANG
DIS,ANT,456436924941467651,SAD,5228846831894528,2017-01-30T07:01:30,6962,ANG
TRU,neutral,456872871789228032,JOY,5228892734357504,2017-01-21T18:22:18,6503,neutral
neutral,neutral,459376812175671296,neutral,5229030441746432,2017-01-23T03:27:18,3107,neutral
neutral,neutral,441270974122827776,neutral,5229104261496832,2016-12-28T01:21:49,9539,neutral
neutral,neutral,454252123388391424,neutral,5229215125340160,2017-01-29T12:06:38,4817,neutral
neutral,neutral,450692779975659520,neutral,5229479869808640,2016-06-17T05:14:41,2,neutral
neutral,ANT,450747508571258880,neutral,5229528389517312,2017-01-24T17:11:24,7649,neutral
DIS,neutral,457280035012239360,SAD,5229660996632576,2017-01-22T18:35:12,6503,neutral
neutral,ANT,452414292881838080,neutral,5230004594016256,2017-01-20T13:04:03,7884,neutral
neutral,ANT,456447502158680064,dontknow,5230009694289920,2017-01-23T23:54:41,6503,FEA
TRU,neutral,441655872981577728,neutral,5230248937390080,2017-01-22T18:48:37,9118,neutral
neutral,neutral,472426758437089280,neutral,5230473550757888,2017-01-23T12:51:37,2105,neutral
neutral,neutral,448164354018795521,SAD,5230636759515136,2017-01-20T12:40:00,9039,neutral
dontknow,dontknow,456460101441044480,dontknow,5230710847700992,2017-01-24T14:29:30,6503,dontknow
